Model ID,Accuracy,Macro Precision,Macro Recall,Macro F1-Score,Precision_functional,Precision_functional needs repair,Precision_non functional,Recall_functional,Recall_functional needs repair,Recall_non functional
sol_1,0.7869,0.7043,0.6554,0.6737,0.7943,0.5051,0.8135,0.8683,0.3418,0.7561
sol_2,0.7302,0.8586,0.5012,0.4912,0.6809,1.0000,0.8950,0.9649,0.0023,0.5363
sol_3,0.7302,0.8586,0.5012,0.4912,0.6809,1.0000,0.8950,0.9649,0.0023,0.5363
sol_4,0.7283,0.8316,0.5027,0.4964,0.6795,0.9231,0.8922,0.9646,0.0139,0.5295
sol_5,0.7559,0.8046,0.5429,0.5540,0.7085,0.8158,0.8896,0.9600,0.0718,0.5970
sol_6,0.7424,0.8236,0.5206,0.5214,0.6929,0.8824,0.8957,0.9643,0.0348,0.5626
sol_7,0.7931,0.7241,0.6419,0.6666,0.7865,0.5556,0.8303,0.8922,0.2839,0.7495
sol_8,0.7438,0.8050,0.5227,0.5246,0.6946,0.8250,0.8955,0.9645,0.0382,0.5654
sol_9,0.7749,0.8042,0.5707,0.5902,0.7295,0.7934,0.8898,0.9550,0.1112,0.6458
sol_10,0.7897,0.7135,0.6529,0.6742,0.7913,0.5290,0.8201,0.8765,0.3279,0.7543
sol_11,0.7939,0.7386,0.6347,0.6619,0.7807,0.5989,0.8360,0.9013,0.2596,0.7432
sol_12,0.7724,0.7986,0.5758,0.6006,0.7258,0.7742,0.8957,0.9575,0.1390,0.6307
sol_13,0.7896,0.7922,0.6038,0.6321,0.7545,0.7537,0.8684,0.9372,0.1773,0.6969
sol_14,0.7920,0.7614,0.6189,0.6469,0.7728,0.6753,0.8361,0.9102,0.2121,0.7346
sol_15,0.7932,0.7750,0.6137,0.6411,0.7705,0.7124,0.8421,0.9173,0.1924,0.7315
sol_16,0.7938,0.7459,0.6309,0.6590,0.7784,0.6221,0.8372,0.9054,0.2480,0.7394
sol_17,0.7302,0.8583,0.5022,0.4934,0.6809,1.0000,0.8941,0.9643,0.0058,0.5365
sol_18,0.7948,0.7595,0.6277,0.6566,0.7780,0.6645,0.8359,0.9079,0.2341,0.7412
sol_19,0.7878,0.7761,0.6057,0.6348,0.7524,0.7039,0.8721,0.9370,0.1900,0.6901
sol_20,0.7846,0.7967,0.5937,0.6199,0.7471,0.7727,0.8704,0.9406,0.1576,0.6829
sol_1,0.7312,0.8565,0.5023,0.4921,0.6835,1.0000,0.8860,0.9629,0.0023,0.5415
sol_2,0.7312,0.8565,0.5023,0.4921,0.6835,1.0000,0.8860,0.9629,0.0023,0.5415
sol_3,0.7879,0.7060,0.6554,0.6741,0.7963,0.5105,0.8111,0.8657,0.3372,0.7633
sol_4,0.7879,0.7060,0.6554,0.6741,0.7963,0.5105,0.8111,0.8657,0.3372,0.7633
sol_5,0.7826,0.7886,0.5964,0.6239,0.7483,0.7577,0.8599,0.9331,0.1703,0.6857
sol_6,0.7277,0.8260,0.5087,0.5094,0.6806,0.9143,0.8831,0.9626,0.0371,0.5264
sol_7,0.7899,0.7752,0.6125,0.6423,0.7598,0.7068,0.8589,0.9282,0.2039,0.7055
sol_8,0.7955,0.7684,0.6284,0.6595,0.7702,0.6797,0.8552,0.9207,0.2410,0.7234
sol_9,0.7718,0.7921,0.5678,0.5857,0.7309,0.7731,0.8722,0.9474,0.1066,0.6494
sol_10,0.7705,0.8009,0.5657,0.5831,0.7293,0.8018,0.8715,0.9476,0.1031,0.6465
sol_11,0.7949,0.7534,0.6362,0.6657,0.7800,0.6449,0.8353,0.9032,0.2630,0.7425
sol_12,0.7311,0.8564,0.5028,0.4934,0.6835,1.0000,0.8858,0.9632,0.0046,0.5404
sol_13,0.7424,0.8211,0.5215,0.5224,0.6958,0.8857,0.8817,0.9601,0.0359,0.5685
sol_14,0.7545,0.8063,0.5396,0.5479,0.7094,0.8308,0.8789,0.9569,0.0626,0.5994
sol_15,0.7911,0.7219,0.6466,0.6705,0.7900,0.5565,0.8191,0.8812,0.3024,0.7563
sol_16,0.7403,0.8095,0.5272,0.5362,0.6926,0.8485,0.8874,0.9622,0.0649,0.5545
sol_17,0.7916,0.7388,0.6374,0.6649,0.7822,0.6088,0.8256,0.8922,0.2723,0.7478
sol_18,0.7545,0.8063,0.5396,0.5479,0.7094,0.8308,0.8789,0.9569,0.0626,0.5994
sol_19,0.7399,0.8116,0.5263,0.5346,0.6928,0.8571,0.8849,0.9620,0.0626,0.5542
sol_20,0.7889,0.7126,0.6519,0.6730,0.7929,0.5303,0.8145,0.8722,0.3244,0.7591
average,0.7735,0.7834,0.5853,0.6021,0.7439,0.7470,0.8593,0.9294,0.1567,0.6699
