Model ID,Accuracy,Macro Precision,Macro Recall,Macro F1-Score,Precision_functional,Precision_functional needs repair,Precision_non functional,Recall_functional,Recall_functional needs repair,Recall_non functional
sol_18,0.7487,0.7164,0.5473,0.5564,0.7291,0.6273,0.7929,0.8989,0.0800,0.6629
sol_19,0.7472,0.7084,0.5498,0.5618,0.7278,0.6045,0.7930,0.8981,0.0939,0.6575
sol_20,0.7493,0.7071,0.5544,0.5680,0.7312,0.5973,0.7927,0.8964,0.1031,0.6638
sol_1,0.7346,0.7694,0.5205,0.5172,0.7087,0.8065,0.7931,0.9048,0.0290,0.6277
sol_2,0.7346,0.7694,0.5205,0.5172,0.7087,0.8065,0.7931,0.9048,0.0290,0.6277
sol_3,0.7460,0.7115,0.5596,0.5775,0.7300,0.6201,0.7843,0.8879,0.1286,0.6623
sol_4,0.7460,0.7115,0.5596,0.5775,0.7300,0.6201,0.7843,0.8879,0.1286,0.6623
sol_5,0.7455,0.7280,0.5501,0.5634,0.7260,0.6693,0.7886,0.8945,0.0985,0.6572
sol_6,0.7429,0.7317,0.5415,0.5495,0.7242,0.6882,0.7828,0.8924,0.0742,0.6581
sol_7,0.7401,0.7490,0.5307,0.5321,0.7175,0.7407,0.7887,0.8987,0.0463,0.6472
sol_8,0.7390,0.7547,0.5291,0.5298,0.7163,0.7600,0.7878,0.8989,0.0440,0.6445
sol_9,0.7454,0.7157,0.5529,0.5676,0.7272,0.6327,0.7873,0.8920,0.1078,0.6588
sol_10,0.7345,0.7608,0.5205,0.5172,0.7090,0.7812,0.7921,0.9038,0.0290,0.6288
sol_11,0.7425,0.7341,0.5412,0.5492,0.7236,0.6957,0.7830,0.8925,0.0742,0.6570
sol_12,0.7435,0.7193,0.5511,0.5650,0.7280,0.6522,0.7779,0.8858,0.1043,0.6632
sol_13,0.7458,0.7192,0.5507,0.5640,0.7268,0.6418,0.7891,0.8947,0.0997,0.6577
sol_14,0.7366,0.7603,0.5235,0.5210,0.7120,0.7778,0.7911,0.9024,0.0324,0.6355
sol_15,0.7402,0.7396,0.5327,0.5355,0.7192,0.7143,0.7853,0.8961,0.0521,0.6500
sol_16,0.7345,0.7691,0.5205,0.5172,0.7089,0.8065,0.7920,0.9040,0.0290,0.6285
sol_17,0.7366,0.7603,0.5235,0.5210,0.7120,0.7778,0.7911,0.9024,0.0324,0.6355
sol_18,0.7398,0.7534,0.5305,0.5319,0.7173,0.7547,0.7882,0.8986,0.0463,0.6467
sol_19,0.7403,0.7358,0.5356,0.5411,0.7185,0.7013,0.7878,0.8965,0.0626,0.6476
sol_20,0.7403,0.7360,0.5328,0.5355,0.7192,0.7031,0.7855,0.8961,0.0521,0.6502
sol_1,0.7466,0.6950,0.5562,0.5723,0.7286,0.5628,0.7937,0.8976,0.1194,0.6518
sol_2,0.7458,0.7212,0.5491,0.5622,0.7262,0.6462,0.7911,0.9012,0.0973,0.6489
sol_3,0.7466,0.6950,0.5562,0.5723,0.7286,0.5628,0.7937,0.8976,0.1194,0.6518
sol_4,0.7447,0.7154,0.5501,0.5641,0.7258,0.6312,0.7892,0.8984,0.1031,0.6489
sol_5,0.7461,0.7106,0.5550,0.5713,0.7270,0.6121,0.7928,0.8990,0.1170,0.6489
sol_6,0.7465,0.7033,0.5572,0.5741,0.7281,0.5889,0.7930,0.8973,0.1228,0.6513
sol_7,0.7461,0.7106,0.5550,0.5713,0.7270,0.6121,0.7928,0.8990,0.1170,0.6489
sol_8,0.7447,0.7154,0.5501,0.5641,0.7258,0.6312,0.7892,0.8984,0.1031,0.6489
sol_9,0.7461,0.7206,0.5497,0.5629,0.7265,0.6439,0.7914,0.9012,0.0985,0.6494
sol_10,0.7472,0.7085,0.5575,0.5747,0.7280,0.6023,0.7952,0.8995,0.1228,0.6502
sol_11,0.7454,0.7092,0.5552,0.5719,0.7265,0.6095,0.7917,0.8975,0.1194,0.6489
sol_12,0.7461,0.7206,0.5497,0.5629,0.7265,0.6439,0.7914,0.9012,0.0985,0.6494
sol_13,0.7467,0.7098,0.5565,0.5734,0.7277,0.6082,0.7935,0.8989,0.1205,0.6502
sol_14,0.7465,0.7100,0.5561,0.5731,0.7269,0.6082,0.7950,0.9003,0.1205,0.6476
sol_15,0.7468,0.7081,0.5571,0.5740,0.7285,0.6034,0.7922,0.8978,0.1217,0.6518
sol_16,0.7467,0.7082,0.5569,0.5739,0.7280,0.6034,0.7932,0.8986,0.1217,0.6504
sol_17,0.7454,0.7092,0.5552,0.5719,0.7265,0.6095,0.7917,0.8975,0.1194,0.6489
sol_18,0.7467,0.7098,0.5565,0.5734,0.7277,0.6082,0.7935,0.8989,0.1205,0.6502
sol_19,0.7468,0.7081,0.5571,0.5740,0.7285,0.6034,0.7922,0.8978,0.1217,0.6518
sol_20,0.7465,0.7100,0.5561,0.5731,0.7269,0.6082,0.7950,0.9003,0.1205,0.6476
sol_1,0.7429,0.6940,0.5542,0.5699,0.7282,0.5730,0.7807,0.8868,0.1182,0.6577
sol_2,0.7264,0.7642,0.5069,0.4975,0.6986,0.8000,0.7941,0.9128,0.0093,0.5985
sol_3,0.7429,0.6940,0.5542,0.5699,0.7282,0.5730,0.7807,0.8868,0.1182,0.6577
sol_4,0.7264,0.7642,0.5069,0.4975,0.6986,0.8000,0.7941,0.9128,0.0093,0.5985
sol_5,0.7265,0.7641,0.5071,0.4976,0.6991,0.8000,0.7933,0.9124,0.0093,0.5996
sol_6,0.7344,0.7602,0.5245,0.5259,0.7095,0.7800,0.7910,0.9062,0.0452,0.6222
sol_7,0.7360,0.7384,0.5269,0.5292,0.7118,0.7119,0.7915,0.9057,0.0487,0.6263
sol_8,0.7359,0.7556,0.5267,0.5291,0.7111,0.7636,0.7921,0.9062,0.0487,0.6252
sol_9,0.7402,0.7230,0.5388,0.5473,0.7199,0.6633,0.7857,0.8975,0.0753,0.6437
sol_10,0.7412,0.7191,0.5469,0.5603,0.7228,0.6515,0.7830,0.8928,0.0997,0.6483
sol_11,0.7363,0.7324,0.5275,0.5301,0.7124,0.6935,0.7912,0.9051,0.0498,0.6277
sol_12,0.7372,0.7304,0.5325,0.5386,0.7143,0.6875,0.7893,0.9018,0.0637,0.6320
sol_13,0.7413,0.7176,0.5470,0.5604,0.7231,0.6466,0.7832,0.8931,0.0997,0.6483
sol_14,0.7431,0.6983,0.5544,0.5702,0.7283,0.5862,0.7805,0.8872,0.1182,0.6577
sol_15,0.7427,0.7087,0.5511,0.5657,0.7264,0.6184,0.7813,0.8905,0.1089,0.6537
sol_16,0.7419,0.7136,0.5490,0.5624,0.7270,0.6377,0.7760,0.8869,0.1020,0.6581
sol_17,0.7378,0.7237,0.5341,0.5410,0.7155,0.6667,0.7888,0.9007,0.0672,0.6345
sol_18,0.7353,0.7600,0.5261,0.5285,0.7102,0.7778,0.7921,0.9066,0.0487,0.6231
sol_19,0.7426,0.7116,0.5508,0.5657,0.7256,0.6267,0.7825,0.8914,0.1089,0.6522
sol_20,0.7359,0.7359,0.5271,0.5297,0.7119,0.7049,0.7908,0.9052,0.0498,0.6263
average,0.7444,0.7247,0.5461,0.5564,0.7245,0.6591,0.7906,0.8977,0.0890,0.6516
