Model ID,Accuracy,Macro Precision,Macro Recall,Macro F1-Score,Precision_functional,Precision_functional needs repair,Precision_non functional,Recall_functional,Recall_functional needs repair,Recall_non functional
sol_15,0.7285,0.6169,0.6079,0.6079,0.7486,0.2957,0.8065,0.8412,0.3395,0.6430
sol_16,0.7252,0.6131,0.6104,0.6073,0.7513,0.2875,0.8006,0.8292,0.3534,0.6485
sol_17,0.7285,0.6169,0.6079,0.6079,0.7486,0.2957,0.8065,0.8412,0.3395,0.6430
sol_18,0.7252,0.6131,0.6104,0.6073,0.7513,0.2875,0.8006,0.8292,0.3534,0.6485
sol_19,0.7275,0.6188,0.5629,0.5778,0.7217,0.3380,0.7968,0.8821,0.1970,0.6095
sol_20,0.7279,0.6210,0.5565,0.5720,0.7186,0.3479,0.7966,0.8875,0.1750,0.6068
sol_1,0.7256,0.6188,0.6176,0.6130,0.7512,0.3055,0.7996,0.8340,0.3812,0.6375
sol_2,0.7204,0.6236,0.5363,0.5508,0.7022,0.3725,0.7961,0.8959,0.1286,0.5843
sol_3,0.7204,0.6236,0.5363,0.5508,0.7022,0.3725,0.7961,0.8959,0.1286,0.5843
sol_4,0.7256,0.6188,0.6176,0.6130,0.7512,0.3055,0.7996,0.8340,0.3812,0.6375
sol_5,0.7258,0.6198,0.5940,0.6011,0.7345,0.3248,0.8002,0.8606,0.3071,0.6145
sol_6,0.7217,0.6216,0.5447,0.5604,0.7064,0.3607,0.7979,0.8911,0.1530,0.5900
sol_7,0.7266,0.6214,0.6017,0.6063,0.7387,0.3242,0.8013,0.8554,0.3302,0.6195
sol_8,0.7270,0.6191,0.6075,0.6088,0.7461,0.3147,0.7965,0.8460,0.3453,0.6312
sol_9,0.7256,0.6185,0.6173,0.6128,0.7513,0.3048,0.7995,0.8340,0.3801,0.6377
sol_10,0.7258,0.6203,0.5954,0.6021,0.7349,0.3257,0.8003,0.8596,0.3117,0.6149
sol_11,0.7270,0.6220,0.6020,0.6067,0.7389,0.3257,0.8014,0.8561,0.3302,0.6198
sol_12,0.7270,0.6191,0.6075,0.6088,0.7461,0.3147,0.7965,0.8460,0.3453,0.6312
sol_13,0.7277,0.6207,0.6131,0.6126,0.7492,0.3174,0.7955,0.8412,0.3615,0.6366
sol_14,0.7269,0.6192,0.6081,0.6091,0.7462,0.3148,0.7966,0.8457,0.3476,0.6309
sol_15,0.7266,0.6221,0.5984,0.6046,0.7364,0.3294,0.8005,0.8592,0.3198,0.6163
sol_16,0.7266,0.6221,0.5984,0.6046,0.7364,0.3294,0.8005,0.8592,0.3198,0.6163
sol_17,0.7214,0.6267,0.5413,0.5571,0.7038,0.3780,0.7981,0.8953,0.1437,0.5849
sol_18,0.7277,0.6203,0.6121,0.6119,0.7489,0.3160,0.7960,0.8419,0.3581,0.6362
sol_19,0.7217,0.6216,0.5447,0.5604,0.7064,0.3607,0.7979,0.8911,0.1530,0.5900
sol_20,0.7213,0.6266,0.5413,0.5571,0.7038,0.3780,0.7979,0.8951,0.1437,0.5849
sol_1,0.7242,0.6172,0.6180,0.6110,0.7518,0.2921,0.8077,0.8354,0.3882,0.6305
sol_2,0.7211,0.6219,0.5378,0.5525,0.7036,0.3611,0.8012,0.9031,0.1356,0.5748
sol_3,0.7211,0.6219,0.5378,0.5525,0.7036,0.3611,0.8012,0.9031,0.1356,0.5748
sol_4,0.7242,0.6172,0.6180,0.6110,0.7518,0.2921,0.8077,0.8354,0.3882,0.6305
sol_5,0.7314,0.6243,0.6049,0.6091,0.7439,0.3195,0.8095,0.8624,0.3302,0.6222
sol_6,0.7278,0.6238,0.5636,0.5791,0.7190,0.3458,0.8065,0.8922,0.2039,0.5946
sol_7,0.7269,0.6216,0.6190,0.6139,0.7502,0.3042,0.8103,0.8429,0.3870,0.6272
sol_8,0.7237,0.6283,0.5491,0.5658,0.7077,0.3718,0.8054,0.9007,0.1680,0.5786
sol_9,0.7253,0.6284,0.5519,0.5687,0.7104,0.3688,0.8059,0.8998,0.1727,0.5834
sol_10,0.7273,0.6228,0.5622,0.5777,0.7183,0.3439,0.8060,0.8924,0.2005,0.5937
sol_11,0.7232,0.6286,0.5471,0.5637,0.7070,0.3753,0.8034,0.9013,0.1622,0.5777
sol_12,0.7212,0.6216,0.5379,0.5525,0.7038,0.3600,0.8010,0.9031,0.1356,0.5751
sol_13,0.7304,0.6228,0.6129,0.6125,0.7494,0.3105,0.8084,0.8509,0.3569,0.6307
sol_14,0.7301,0.6231,0.6088,0.6106,0.7456,0.3150,0.8087,0.8556,0.3453,0.6255
sol_15,0.7228,0.6302,0.5447,0.5612,0.7058,0.3829,0.8020,0.9026,0.1553,0.5762
sol_16,0.7274,0.6222,0.6177,0.6138,0.7492,0.3075,0.8099,0.8452,0.3812,0.6266
sol_17,0.7301,0.6232,0.6084,0.6104,0.7455,0.3150,0.8090,0.8564,0.3441,0.6248
sol_18,0.7296,0.6228,0.6125,0.6122,0.7479,0.3118,0.8086,0.8509,0.3581,0.6285
sol_19,0.7277,0.6239,0.5635,0.5791,0.7188,0.3465,0.8064,0.8922,0.2039,0.5943
sol_20,0.7314,0.6243,0.6049,0.6091,0.7439,0.3195,0.8095,0.8624,0.3302,0.6222
sol_1,0.7180,0.6234,0.5439,0.5604,0.7030,0.3733,0.7937,0.8913,0.1622,0.5783
sol_2,0.7180,0.6234,0.5439,0.5604,0.7030,0.3733,0.7937,0.8913,0.1622,0.5783
sol_3,0.7222,0.6156,0.6215,0.6134,0.7540,0.3012,0.7915,0.8185,0.3986,0.6474
sol_4,0.7222,0.6156,0.6215,0.6134,0.7540,0.3012,0.7915,0.8185,0.3986,0.6474
sol_5,0.7219,0.6220,0.5775,0.5905,0.7198,0.3470,0.7992,0.8725,0.2642,0.5957
sol_6,0.7276,0.6209,0.6113,0.6122,0.7480,0.3228,0.7918,0.8401,0.3546,0.6393
sol_7,0.7205,0.6264,0.5604,0.5774,0.7094,0.3712,0.7987,0.8848,0.2121,0.5845
sol_8,0.7230,0.6237,0.5736,0.5882,0.7186,0.3543,0.7983,0.8753,0.2480,0.5976
sol_9,0.7217,0.6217,0.5763,0.5896,0.7193,0.3472,0.7987,0.8727,0.2607,0.5957
sol_10,0.7207,0.6247,0.5616,0.5781,0.7104,0.3633,0.8005,0.8844,0.2155,0.5849
sol_11,0.7180,0.6226,0.5453,0.5619,0.7037,0.3702,0.7939,0.8902,0.1669,0.5790
sol_12,0.7216,0.6230,0.5718,0.5863,0.7159,0.3509,0.8021,0.8778,0.2468,0.5908
sol_13,0.7216,0.6233,0.5718,0.5864,0.7157,0.3521,0.8021,0.8779,0.2468,0.5906
sol_14,0.7269,0.6201,0.6115,0.6121,0.7485,0.3225,0.7894,0.8387,0.3569,0.6391
sol_15,0.7178,0.6235,0.5451,0.5618,0.7032,0.3740,0.7934,0.8903,0.1669,0.5781
sol_16,0.7249,0.6173,0.6163,0.6128,0.7524,0.3118,0.7876,0.8280,0.3754,0.6454
sol_17,0.7208,0.6261,0.5607,0.5776,0.7098,0.3690,0.7996,0.8851,0.2121,0.5849
sol_18,0.7249,0.6173,0.6163,0.6128,0.7524,0.3118,0.7876,0.8280,0.3754,0.6454
sol_19,0.7230,0.6237,0.5736,0.5882,0.7186,0.3543,0.7983,0.8753,0.2480,0.5976
sol_20,0.7211,0.6144,0.6203,0.6122,0.7529,0.2990,0.7914,0.8177,0.3975,0.6458
average,0.7259,0.6208,0.5896,0.5949,0.7346,0.3268,0.8011,0.8591,0.2895,0.6203
