Model ID,Accuracy,Macro Precision,Macro Recall,Macro F1-Score,Precision_functional,Precision_functional needs repair,Precision_non functional,Recall_functional,Recall_functional needs repair,Recall_non functional
sol_20,0.7378,0.6456,0.6948,0.6519,0.7957,0.3113,0.8297,0.7940,0.6072,0.6831
sol_1,0.7227,0.6393,0.6932,0.6378,0.7954,0.2777,0.8447,0.7832,0.6443,0.6522
sol_2,0.7739,0.6710,0.6888,0.6769,0.8094,0.3814,0.8222,0.8343,0.4902,0.7421
sol_3,0.7739,0.6710,0.6888,0.6769,0.8094,0.3814,0.8222,0.8343,0.4902,0.7421
sol_4,0.7227,0.6393,0.6932,0.6378,0.7954,0.2777,0.8447,0.7832,0.6443,0.6522
sol_5,0.7358,0.6447,0.6907,0.6470,0.7946,0.2965,0.8432,0.8015,0.6025,0.6682
sol_6,0.7358,0.6447,0.6907,0.6470,0.7946,0.2965,0.8432,0.8015,0.6025,0.6682
sol_7,0.7227,0.6393,0.6932,0.6378,0.7954,0.2777,0.8447,0.7832,0.6443,0.6522
sol_8,0.7227,0.6393,0.6932,0.6378,0.7954,0.2777,0.8447,0.7832,0.6443,0.6522
sol_9,0.7227,0.6393,0.6932,0.6378,0.7954,0.2777,0.8447,0.7832,0.6443,0.6522
sol_10,0.7227,0.6393,0.6932,0.6378,0.7954,0.2777,0.8447,0.7832,0.6443,0.6522
sol_11,0.7227,0.6393,0.6932,0.6378,0.7954,0.2777,0.8447,0.7832,0.6443,0.6522
sol_12,0.7739,0.6710,0.6888,0.6769,0.8094,0.3814,0.8222,0.8343,0.4902,0.7421
sol_13,0.7227,0.6393,0.6932,0.6378,0.7954,0.2777,0.8447,0.7832,0.6443,0.6522
sol_14,0.7227,0.6393,0.6932,0.6378,0.7954,0.2777,0.8447,0.7832,0.6443,0.6522
sol_15,0.7227,0.6393,0.6932,0.6378,0.7954,0.2777,0.8447,0.7832,0.6443,0.6522
sol_16,0.7227,0.6393,0.6932,0.6378,0.7954,0.2777,0.8447,0.7832,0.6443,0.6522
sol_17,0.7227,0.6393,0.6932,0.6378,0.7954,0.2777,0.8447,0.7832,0.6443,0.6522
sol_18,0.7227,0.6393,0.6932,0.6378,0.7954,0.2777,0.8447,0.7832,0.6443,0.6522
sol_19,0.7227,0.6393,0.6932,0.6378,0.7954,0.2777,0.8447,0.7832,0.6443,0.6522
sol_20,0.7227,0.6393,0.6932,0.6378,0.7954,0.2777,0.8447,0.7832,0.6443,0.6522
sol_1,0.7514,0.6526,0.6863,0.6574,0.7969,0.3249,0.8361,0.8246,0.5481,0.6864
sol_2,0.7700,0.6665,0.6839,0.6722,0.8056,0.3751,0.8188,0.8300,0.4820,0.7396
sol_3,0.7700,0.6665,0.6839,0.6722,0.8056,0.3751,0.8188,0.8300,0.4820,0.7396
sol_4,0.7514,0.6526,0.6863,0.6574,0.7969,0.3249,0.8361,0.8246,0.5481,0.6864
sol_5,0.7534,0.6533,0.6859,0.6587,0.7986,0.3275,0.8338,0.8249,0.5400,0.6927
sol_6,0.7534,0.6533,0.6859,0.6587,0.7986,0.3275,0.8338,0.8249,0.5400,0.6927
sol_7,0.7514,0.6526,0.6863,0.6574,0.7969,0.3249,0.8361,0.8246,0.5481,0.6864
sol_8,0.7700,0.6665,0.6839,0.6722,0.8056,0.3751,0.8188,0.8300,0.4820,0.7396
sol_9,0.7700,0.6665,0.6839,0.6722,0.8056,0.3751,0.8188,0.8300,0.4820,0.7396
sol_10,0.7700,0.6665,0.6839,0.6722,0.8056,0.3751,0.8188,0.8300,0.4820,0.7396
sol_11,0.7700,0.6665,0.6839,0.6722,0.8056,0.3751,0.8188,0.8300,0.4820,0.7396
sol_12,0.7700,0.6665,0.6839,0.6722,0.8056,0.3751,0.8188,0.8300,0.4820,0.7396
sol_13,0.7514,0.6526,0.6863,0.6574,0.7969,0.3249,0.8361,0.8246,0.5481,0.6864
sol_14,0.7700,0.6665,0.6839,0.6722,0.8056,0.3751,0.8188,0.8300,0.4820,0.7396
sol_15,0.7700,0.6665,0.6839,0.6722,0.8056,0.3751,0.8188,0.8300,0.4820,0.7396
sol_16,0.7700,0.6665,0.6839,0.6722,0.8056,0.3751,0.8188,0.8300,0.4820,0.7396
sol_17,0.7700,0.6665,0.6839,0.6722,0.8056,0.3751,0.8188,0.8300,0.4820,0.7396
sol_18,0.7700,0.6665,0.6839,0.6722,0.8056,0.3751,0.8188,0.8300,0.4820,0.7396
sol_19,0.7700,0.6665,0.6839,0.6722,0.8056,0.3751,0.8188,0.8300,0.4820,0.7396
sol_20,0.7700,0.6665,0.6839,0.6722,0.8056,0.3751,0.8188,0.8300,0.4820,0.7396
sol_1,0.7734,0.6738,0.6830,0.6768,0.8019,0.4020,0.8175,0.8347,0.4705,0.7440
sol_2,0.7553,0.6538,0.6867,0.6616,0.8014,0.3363,0.8236,0.8150,0.5319,0.7133
sol_3,0.7553,0.6538,0.6867,0.6616,0.8014,0.3363,0.8236,0.8150,0.5319,0.7133
sol_4,0.7734,0.6738,0.6830,0.6768,0.8019,0.4020,0.8175,0.8347,0.4705,0.7440
sol_5,0.7710,0.6711,0.6857,0.6758,0.8025,0.3916,0.8190,0.8343,0.4878,0.7350
sol_6,0.7725,0.6727,0.6846,0.6765,0.8021,0.3962,0.8198,0.8364,0.4797,0.7377
sol_7,0.7725,0.6727,0.6846,0.6765,0.8021,0.3962,0.8198,0.8364,0.4797,0.7377
sol_8,0.7710,0.6711,0.6857,0.6758,0.8025,0.3916,0.8190,0.8343,0.4878,0.7350
sol_9,0.7725,0.6727,0.6846,0.6765,0.8021,0.3962,0.8198,0.8364,0.4797,0.7377
sol_10,0.7710,0.6711,0.6857,0.6758,0.8025,0.3916,0.8190,0.8343,0.4878,0.7350
sol_11,0.7725,0.6727,0.6846,0.6765,0.8021,0.3962,0.8198,0.8364,0.4797,0.7377
sol_12,0.7710,0.6711,0.6857,0.6758,0.8025,0.3916,0.8190,0.8343,0.4878,0.7350
sol_13,0.7710,0.6711,0.6857,0.6758,0.8025,0.3916,0.8190,0.8343,0.4878,0.7350
sol_14,0.7725,0.6727,0.6846,0.6765,0.8021,0.3962,0.8198,0.8364,0.4797,0.7377
sol_15,0.7734,0.6738,0.6830,0.6768,0.8019,0.4020,0.8175,0.8347,0.4705,0.7440
sol_16,0.7710,0.6711,0.6857,0.6758,0.8025,0.3916,0.8190,0.8343,0.4878,0.7350
sol_17,0.7725,0.6727,0.6846,0.6765,0.8021,0.3962,0.8198,0.8364,0.4797,0.7377
sol_18,0.7710,0.6711,0.6857,0.6758,0.8025,0.3916,0.8190,0.8343,0.4878,0.7350
sol_19,0.7725,0.6727,0.6846,0.6765,0.8021,0.3962,0.8198,0.8364,0.4797,0.7377
sol_20,0.7710,0.6711,0.6857,0.6758,0.8025,0.3916,0.8190,0.8343,0.4878,0.7350
average,0.7549,0.6569,0.6861,0.6616,0.8005,0.3451,0.8252,0.8163,0.5317,0.7104
